id,name,protein,fat,carbohydrate,vitaminA,vitaminB1,vitaminB2,vitaminB3,vitaminB5,vitaminB6,vitaminB12,vitaminC,vitaminD,vitaminK
1126,＜魚類＞（かつお類）　加工品　なまり　　,29.8,0.7,0.4,(Tr),0.19,0.18,16.3,0.58,0.46,20.5,0,4,0
1127,＜魚類＞（かつお類）　加工品　なまり節　　,38,1.1,0.5,(Tr),0.4,0.25,35,0.7,0.36,10.6,0,21,0
1128,＜魚類＞（かつお類）　加工品　かつお節　　,77.1,2.9,0.8,(Tr),0.55,0.35,45,0.82,0.53,14.8,0,6,0
1129,＜魚類＞（かつお類）　加工品　削り節　　,75.7,3.2,0.4,24,0.38,0.57,37.4,0.97,0.53,21.9,Tr,4,0
1130,＜魚類＞（かつお類）　加工品　削り節つくだ煮　　,19.5,3.3,32.3,(Tr),0.13,0.1,12,0.57,0.19,5.3,0,6,0
1131,＜魚類＞（かつお類）　加工品　角煮　　,31,1.6,21.4,(Tr),0.15,0.12,17,0.42,0.21,4,0,5,0
1132,＜魚類＞（かつお類）　加工品　塩辛　　,12,1.5,Tr,90,0.1,0.25,1.7,0.43,0.05,4.5,0,120,2
1133,＜魚類＞（かつお類）　缶詰　味付け　フレーク　　,18.4,2.7,10.7,(Tr),0.14,0.13,15,0.37,0.29,8.3,0,9,0
1134,＜魚類＞（かつお類）　缶詰　油漬　フレーク　　,18.8,24.2,0.1,(Tr),0.12,0.11,15,0.24,0.4,2.8,0,4,0
1135,＜魚類＞かます　生　　　,18.9,7.2,0.1,12,0.03,0.14,4.5,0.47,0.31,2.3,Tr,11,0
1136,＜魚類＞かます　焼き　　　,23.3,4.9,0.1,13,0.03,0.14,4.2,0.52,0.31,3.3,Tr,10.2,0
1137,＜魚類＞（かれい類）　まがれい　生　　,19.6,1.3,0.1,5,0.03,0.35,2.5,0.66,0.15,3.1,1,13,0
1138,＜魚類＞（かれい類）　まがれい　水煮　　,21.4,1.7,0.1,5,0.03,0.27,2.6,0.73,0.14,3.3,Tr,16.6,0
1139,＜魚類＞（かれい類）　まがれい　焼き　　,23.4,1.2,0.1,7,0.03,0.41,3.1,0.75,0.13,4.1,1,17.5,0
1140,＜魚類＞（かれい類）　まこがれい　生　　,18,1.8,0.1,6,0.12,0.32,3.1,0.67,0.21,1.8,1,6.7,0
1141,＜魚類＞（かれい類）　まこがれい　焼き　　,28.5,2.8,0.2,6,0.17,0.44,5,1.25,0.15,3,1,9.2,1
1142,＜魚類＞（かれい類）　子持ちがれい　生　　,19.9,6.2,0.1,12,0.19,0.2,2.4,2.41,0.15,4.3,4,4,Tr
1143,＜魚類＞（かれい類）　子持ちがれい　水煮　　,22.3,7.2,0.1,11,0.25,0.22,2.7,2.58,0.15,4.9,3,4.7,Tr
1144,＜魚類＞（かれい類）　干しかれい　　　,20.2,3.4,Tr,2,0.25,0.1,5.1,0.71,0.11,1.6,1,1,0
1145,＜魚類＞かわはぎ　生　　　,18.8,0.1,Tr,2,0.02,0.07,3,0.17,0.45,1.3,Tr,43,0
1146,＜魚類＞かんぱち　生　　　,21,4.2,0.1,4,0.15,0.16,8,0.52,0.32,5.3,Tr,4,0
1147,＜魚類＞きす　生　　　,18.5,0.2,0,1,0.09,0.03,2.7,0.18,0.22,2.2,1,0.7,-
1148,＜魚類＞きす　天ぷら　　　,18.4,15.2,7.8,3,0.09,0.06,2.4,0.3,0.15,2,1,0.6,18
1149,＜魚類＞きちじ　生　　　,13.6,21.7,Tr,65,0.03,0.07,0.8,0.2,0.04,1,2,4,0
1150,＜魚類＞きびなご　生　　　,18.8,1.4,0.1,0,0.02,0.25,6.2,0.87,0.44,8.3,3,10,Tr
1151,＜魚類＞きびなご　調味干し　　　,47.9,7.4,0.5,0,0.02,0.64,13.4,1.36,0.26,24.4,1,24,0
1152,＜魚類＞キャビア　塩蔵品　　　,26.2,17.1,1.1,60,0.01,1.31,0.6,2.38,0.24,18.7,4,1,0
1153,＜魚類＞キングクリップ　生　　　,18.2,0.1,Tr,5,0.03,0.07,1.5,0.42,0.09,1.3,1,Tr,0
1154,＜魚類＞ぎんだら　生　　　,13.6,18.6,Tr,1500,0.05,0.1,1.7,0.21,0.09,2.8,Tr,3.5,1
1155,＜魚類＞ぎんだら　水煮　　　,14.9,23.8,0,1800,0.04,0.08,1.6,0.13,0.09,2.6,0,4.2,1
1156,＜魚類＞きんめだい　生　　　,17.8,9,0.1,63,0.03,0.05,2.7,0.23,0.28,1.1,1,2,0
1157,＜魚類＞ぐち　生　　　,18,0.8,Tr,5,0.04,0.28,2.8,0.46,0.18,2.5,Tr,2.9,0
1158,＜魚類＞ぐち　焼き　　　,23.4,0.8,Tr,7,0.05,0.25,3,0.45,0.11,2.8,Tr,3.3,0
1159,＜魚類＞こい　養殖　生　　　,17.7,10.2,0.2,4,0.46,0.18,3.3,1.48,0.13,10,Tr,14,0
1160,＜魚類＞こい　養殖　水煮　　　,19.2,13.4,0.2,3,0.37,0.17,3.1,1.51,0.11,7.5,1,12.3,0
1161,＜魚類＞こい　養殖　内臓　生　　　,9,25.9,1.3,500,0.07,0.54,5.3,2.53,0.05,16,2,9,1
1162,＜魚類＞（こち類）　まごち　生　　,22.5,0.5,0.2,1,0.07,0.17,4.5,0.38,0.34,1.7,1,1,0
1163,＜魚類＞（こち類）　めごち　生　　,17.5,0.1,0.1,2,0.02,0.08,2.4,0.16,0.14,3,Tr,11,0
1164,＜魚類＞このしろ　生　　　,19,8.3,0.4,(Tr),Tr,0.17,2.1,1.13,0.33,10.2,0,9,0
1165,＜魚類＞このしろ　甘酢漬　　　,19.1,10.1,6.4,(Tr),Tr,0.17,2.1,0.41,0.15,8.1,0,7,0
1166,＜魚類＞（さけ・ます類）　からふとます　生　　,21.7,6.6,0.1,13,0.25,0.18,8,1.3,0.49,4.6,1,22,0
1167,＜魚類＞（さけ・ます類）　からふとます　焼き　　,28.1,7.7,0.1,15,0.24,0.27,10.2,1.6,0.36,7.9,1,31.2,0
1168,＜魚類＞（さけ・ます類）　からふとます　塩ます　　,20.9,7.4,0.6,19,0.21,0.17,6.8,1.07,0.48,2.1,1,20,0
1169,＜魚類＞（さけ・ます類）　からふとます　水煮缶詰　　,20.7,7.2,0.1,(Tr),0.15,0.13,6,0.66,0.25,3.4,0,7,0
1170,＜魚類＞（さけ・ます類）　ぎんざけ　養殖　生　　,19.6,12.8,0.3,36,0.15,0.14,5.3,1.37,0.32,5.2,1,15,0
1171,＜魚類＞（さけ・ます類）　ぎんざけ　養殖　焼き　　,25.2,15.8,0.4,37,0.13,0.19,7.4,1.65,0.31,7.5,1,21,0
1172,＜魚類＞（さけ・ます類）　さくらます　生　　,20.9,7.7,0.1,63,0.11,0.14,8.8,0.97,0.52,7.6,1,10,0
1173,＜魚類＞（さけ・ます類）　さくらます　焼き　　,28.4,12,0.1,55,0.12,0.23,10.3,1.28,0.32,9.2,1,15.4,0
1174,＜魚類＞（さけ・ます類）　しろさけ　生　　,22.3,4.1,0.1,11,0.15,0.21,6.7,1.27,0.64,5.9,1,32,0
1175,＜魚類＞（さけ・ます類）　しろさけ　水煮　　,25.5,4.7,0.1,13,0.15,0.23,6.6,1.21,0.51,5.3,Tr,34.3,0
1176,＜魚類＞（さけ・ます類）　しろさけ　焼き　　,29.1,5.1,0.1,14,0.17,0.26,8.7,1.67,0.57,6,1,39.4,0
1177,＜魚類＞（さけ・ます類）　しろさけ　新巻き　生　　,22.8,6.1,0.1,(Tr),0.18,0.2,6.2,1.45,0.56,6,1,21,0
1178,＜魚類＞（さけ・ます類）　しろさけ　新巻き　焼き　　,29.3,7.9,0.1,(Tr),0.22,0.24,7.7,1.8,0.52,6.3,1,25.3,0
1179,＜魚類＞（さけ・ます類）　しろさけ　塩ざけ　　,22.4,11.1,0.1,24,0.14,0.15,7.1,0.95,0.58,6.9,1,23,0
1180,＜魚類＞（さけ・ます類）　しろさけ　イクラ　　,32.6,15.6,0.2,330,0.42,0.55,0.1,2.36,0.06,47.3,6,44,0
1181,＜魚類＞（さけ・ます類）　しろさけ　すじこ　　,30.5,17.4,0.9,670,0.42,0.61,0.4,2.4,0.23,53.9,9,47,Tr
1182,＜魚類＞（さけ・ます類）　しろさけ　めふん　　,16.9,0.9,0.4,250,Tr,6.38,2.7,0.91,0.07,327.6,0,20,1
1183,＜魚類＞（さけ・ます類）　しろさけ　水煮缶詰　　,21.2,8.5,0.1,(Tr),0.15,0.12,7,0.41,0.1,6,0,8,0
1184,＜魚類＞（さけ・ます類）　たいせいようさけ　養殖　生　　,20.1,16.1,0.1,17,0.22,0.09,7.4,1.73,0.46,8.9,1,10,0
1185,＜魚類＞（さけ・ます類）　たいせいようさけ　養殖　焼き　　,25.1,20,0.1,22,0.21,0.12,8.1,2.14,0.39,3.6,2,10.7,0
1186,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮つき、生　　,21.4,14.2,0.1,57,0.17,0.1,6.8,1.78,0.45,5.2,2,10.6,-
1187,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮なし、刺身　　,20.5,10.8,0.2,27,0.21,0.12,6.7,1.74,0.59,3.8,3,7,-
1188,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮つき、焼き　　,27.2,15.8,0.4,74,0.2,0.15,7,2.68,0.3,2.8,5,11.6,-
1189,＜魚類＞（さけ・ます類）　にじます　淡水養殖　皮つき、生　　,19.7,4.6,0.1,17,0.21,0.1,4,1.63,0.36,6,2,12,0
1190,＜魚類＞（さけ・ます類）　べにざけ　生　　,22.5,4.5,0.1,27,0.26,0.15,6,1.23,0.41,9.4,Tr,33,0
1191,＜魚類＞（さけ・ます類）　べにざけ　焼き　　,28.5,6,0.1,35,0.27,0.22,7.2,1.49,0.39,3.8,2,38.4,0
1192,＜魚類＞（さけ・ます類）　べにざけ　くん製　　,25.7,5.5,0.1,43,0.23,0.23,8.5,1.5,0.52,8,0,28,0
1193,＜魚類＞（さけ・ます類）　ますのすけ　生　　,19.5,12.5,Tr,160,0.13,0.12,7.7,1.38,0.43,3.4,1,16,0
1194,＜魚類＞（さけ・ます類）　ますのすけ　焼き　　,26.4,16.7,Tr,200,0.14,0.2,8.1,1.77,0.36,4.1,Tr,16.7,0
1195,＜魚類＞（さば類）　まさば　生　　,20.6,16.8,0.3,37,0.21,0.31,11.7,0.66,0.59,12.9,1,5.1,2
1196,＜魚類＞（さば類）　まさば　水煮　　,22.6,22.6,0.3,31,0.25,0.3,11,0.75,0.48,19,Tr,4.3,-
1197,＜魚類＞（さば類）　まさば　焼き　　,25.2,22.4,0.4,34,0.3,0.37,13.4,0.79,0.54,21.9,0,4.9,4
1198,＜魚類＞（さば類）　まさば　フライ　　,20,25.1,6.5,42,0.2,0.3,9.9,0.7,0.33,10.6,0,3.5,19
1200,＜魚類＞（さば類）　ごまさば　生　　,23,5.1,0.3,8,0.17,0.28,14.6,0.72,0.65,12.6,Tr,4.3,4
1201,＜魚類＞（さば類）　ごまさば　水煮　　,24.8,5.2,0.2,8,0.15,0.28,12.8,0.76,0.51,13.9,0,4.9,4
1202,＜魚類＞（さば類）　ごまさば　焼き　　,31.1,6.6,0.3,11,0.21,0.36,18.5,1.01,0.55,16.7,0,5.7,5
1199,＜魚類＞（さば類）　ごまさば　さば節　　,73.9,5.1,Tr,(Tr),0.25,0.85,15,1.55,0.68,6,0,12,0
1203,＜魚類＞（さば類）　たいせいようさば　生　　,17.2,26.8,0.4,44,0.14,0.35,6.5,0.72,0.35,8.1,1,10,0
1204,＜魚類＞（さば類）　たいせいようさば　水煮　　,18.6,28.5,0.4,42,0.19,0.34,5.3,0.72,0.28,12.1,Tr,6.6,0
1205,＜魚類＞（さば類）　たいせいようさば　焼き　　,21.8,29.3,0.5,63,0.22,0.38,7.6,0.93,0.33,8.8,Tr,10.5,0
1206,＜魚類＞（さば類）　加工品　塩さば　　,26.2,19.1,0.1,9,0.16,0.59,12,0.59,0.41,7.1,0,11,0
1207,＜魚類＞（さば類）　加工品　開き干し　　,18.7,28.5,0.2,9,0.13,0.59,8.5,0.63,0.42,10.6,0,12,0
1208,＜魚類＞（さば類）　加工品　しめさば　　,18.6,26.9,1.7,14,0.13,0.28,7.7,0.71,0.36,11.4,Tr,8,0
1209,＜魚類＞（さば類）　缶詰　水煮　　,20.9,10.7,0.2,(Tr),0.15,0.4,8,0.55,0.36,12,0,11,0
1210,＜魚類＞（さば類）　缶詰　みそ煮　　,16.3,13.9,6.6,42,0.04,0.37,5.9,0.5,0.3,9.6,0,5,0
1211,＜魚類＞（さば類）　缶詰　味付け　　,21.4,12.6,4,31,0.03,0.27,7.4,0.52,0.33,10.5,0,5,0
1212,＜魚類＞（さめ類）　あぶらつのざめ　生　　,16.8,9.4,Tr,210,0.04,0.08,1,0.73,0.33,1.7,Tr,1,0
1213,＜魚類＞（さめ類）　よしきりざめ　生　　,18.9,0.6,Tr,9,0.11,0.11,0.9,0.49,0.24,0.3,Tr,0,0
1214,＜魚類＞（さめ類）　ふかひれ　　　,83.9,1.6,Tr,0,Tr,Tr,0.5,0.24,0.02,0.9,0,1,0
1215,＜魚類＞さより　生　　　,19.6,1.3,Tr,(Tr),Tr,0.12,5.2,0.44,0.33,5.5,2,3,0
1216,＜魚類＞さわら　生　　　,20.1,9.7,0.1,12,0.09,0.35,9.5,1.16,0.4,5.3,Tr,7,0
1217,＜魚類＞さわら　焼き　　　,23.6,10.8,0.1,16,0.09,0.34,11.5,1.12,0.29,5.3,Tr,12.1,0
1218,＜魚類＞さんま　皮つき、生　　　,17.6,23.6,0.1,16,0.01,0.27,7.1,0.7,0.51,15.4,Tr,14.9,1
1219,＜魚類＞さんま　皮なし、刺身　　　,16.9,28,0.2,26,0,0.32,7.9,0.57,0.58,15.2,1,11.2,-
1220,＜魚類＞さんま　皮つき、焼き　　　,23.9,17.9,0.2,11,Tr,0.3,9.8,0.93,0.42,16.3,0,13,Tr
1221,＜魚類＞さんま　開き干し　　　,19.3,19,0.1,25,Tr,0.3,4,0.84,0.54,10,0,14,0
1222,＜魚類＞さんま　みりん干し　　　,23.9,25.8,20.4,31,Tr,0.3,3,1.34,0.35,11,0,20,0
1223,＜魚類＞さんま　缶詰　味付け　　,18.9,18.9,5.6,25,Tr,0.2,3.5,0.55,0.3,12.1,0,13,0
1224,＜魚類＞さんま　缶詰　かば焼　　,17.4,13,9.7,28,Tr,0.27,6.2,0.55,0.28,11.8,0,12,0
1225,＜魚類＞しいら　生　　　,21.3,1.9,Tr,8,0.2,0.15,9,0.36,0.46,2.6,1,5,0
1226,＜魚類＞（ししゃも類）　ししゃも　生干し　生　　,21,8.1,0.2,100,0.02,0.25,1.7,1.95,0.07,7.5,1,0.6,1
1227,＜魚類＞（ししゃも類）　ししゃも　生干し　焼き　　,24.3,7.8,0.2,76,0.04,0.29,0.9,1.93,0.07,8.7,1,0.6,1
1228,＜魚類＞（ししゃも類）　からふとししゃも　生干し　生　　,15.6,11.6,0.5,120,Tr,0.31,1.5,1.2,0.08,8.7,1,0.4,Tr
1229,＜魚類＞（ししゃも類）　からふとししゃも　生干し　焼き　　,18.2,11.3,0.6,90,0.01,0.37,0.8,1.19,0.08,10.2,1,0.5,Tr
1230,＜魚類＞したびらめ　生　　　,19.2,1.6,Tr,30,0.06,0.14,3.3,0.26,0.2,2.6,1,2,0
1231,＜魚類＞しまあじ　養殖　生　　　,21.9,8,0.1,10,0.25,0.15,8.3,0.88,0.52,3.2,Tr,18,0
1232,＜魚類＞しらうお　生　　　,13.6,2,0.1,50,0.08,0.1,1.8,0.94,0.12,3.3,4,1,0
1233,＜魚類＞シルバー　生　　　,18.6,7.9,Tr,100,0.08,0.18,7.6,0.48,0.5,1.8,0,3,0
1234,＜魚類＞すずき　生　　　,19.8,4.2,Tr,180,0.02,0.2,3.9,0.93,0.27,2,3,10,0
1235,＜魚類＞（たい類）　きだい　生　　,18.6,3.1,0.2,50,0.03,0.04,2.8,0.38,0.2,3.2,1,4,0
1236,＜魚類＞（たい類）　くろだい　生　　,20.4,6.7,0.3,12,0.12,0.3,5.5,0.62,0.42,3.7,3,4,0
1237,＜魚類＞（たい類）　ちだい　生　　,19.4,2.4,0.1,21,0.03,0.1,4.7,0.49,0.33,3,2,2,0
1238,＜魚類＞（たい類）　まだい　天然　生　　,20.6,5.8,0.1,8,0.09,0.05,6,0.64,0.31,1.2,1,5,0
1239,＜魚類＞（たい類）　まだい　養殖　皮つき　生　　,20.9,9.4,0.1,11,0.32,0.08,5.6,1.34,0.4,1.5,3,7,-
1240,＜魚類＞（たい類）　まだい　養殖　皮なし　刺身　　,21.2,5.9,0.2,10,0.31,0.08,7.2,1.4,0.56,1.8,3,4.5,-
1241,＜魚類＞（たい類）　まだい　養殖　皮つき　水煮　　,22.2,11.9,0.1,10,0.16,0.07,5.7,1.23,0.35,2.6,2,4.7,-
1242,＜魚類＞（たい類）　まだい　養殖　皮つき　焼き　　,22.7,12,0.1,17,0.14,0.09,6.3,1.25,0.32,2.6,3,5.6,-
1243,＜魚類＞たかさご　生　　　,20.2,1.5,0.1,7,0.03,0.07,4.3,0.46,0.2,4.4,Tr,2,0
1244,＜魚類＞たかべ　生　　　,18.7,9,Tr,16,0.06,0.18,3.7,0.48,0.23,2,1,4,0
1245,＜魚類＞たちうお　生　　　,16.5,20.9,Tr,52,0.01,0.07,3.9,0.56,0.2,0.9,1,14,0
1246,＜魚類＞（たら類）　すけとうだら　生　　,17.4,0.3,0,10,0.05,0.11,1.4,0.2,0.09,2.9,1,0.5,0
1247,＜魚類＞（たら類）　すけとうだら　フライ　　,19.2,11.9,5.7,18,0.05,0.13,1.5,0.31,0.08,2.5,Tr,0.4,18
1248,＜魚類＞（たら類）　すけとうだら　すり身　　,17.5,0.2,6.6,5,0.03,0.05,0.4,0.19,0.01,0.6,0,1,0
1249,＜魚類＞（たら類）　すけとうだら　すきみだら　　,40.5,0.3,0.1,(Tr),0.13,0.18,2.2,0.43,0.1,2.5,0,1,0
1250,＜魚類＞（たら類）　すけとうだら　たらこ　生　,24,4.7,0.4,24,0.71,0.43,49.5,3.68,0.25,18.1,33,1.7,Tr
1251,＜魚類＞（たら類）　すけとうだら　たらこ　焼き　,28.3,6.1,0.5,34,0.77,0.53,56.9,3.68,0.27,23.3,21,1.6,Tr
1252,＜魚類＞（たら類）　すけとうだら　からしめんたいこ　　,21,3.3,3,41,0.34,0.33,19.9,2.16,0.17,11.3,76,1,1
1253,＜魚類＞（たら類）　まだら　生　　,17.6,0.2,0.1,10,0.1,0.1,1.4,0.44,0.07,1.3,Tr,1,0
1254,＜魚類＞（たら類）　まだら　焼き　　,25.2,0.2,0.2,9,0.09,0.12,1.4,0.53,0.09,3.9,Tr,0.7,0
1255,＜魚類＞（たら類）　まだら　しらこ　生　　,13.4,0.8,0.2,8,0.24,0.13,1.5,0.68,0.01,3.1,2,2,0
1256,＜魚類＞（たら類）　まだら　塩だら　　,15.2,0.1,Tr,(Tr),0.13,0.2,2,0.26,0.11,1.4,Tr,3,0
1257,＜魚類＞（たら類）　まだら　干しだら　　,73.2,0.8,0.1,(Tr),0.2,0.3,4,1.37,0.34,8.6,0,6,0
1258,＜魚類＞（たら類）　まだら　でんぶ　　,25.5,1.1,41.5,(Tr),0.04,0.08,1.9,0.15,0.04,0.4,0,1,0
1259,＜魚類＞ちか　生　　　,19.5,0.6,Tr,4,0,0.14,2.7,0.71,0.19,5.4,Tr,1,0
1260,＜魚類＞どじょう　生　　　,16.1,1.2,Tr,15,0.09,1.09,4,0.66,0.1,8.5,1,4,1
1261,＜魚類＞どじょう　水煮　　　,17.1,1.2,Tr,15,0.08,1,4.2,0.43,0.08,6.3,Tr,5.5,1
1262,＜魚類＞とびうお　生　　　,21,0.7,0.1,3,0.01,0.1,7.1,0.42,0.47,3.3,1,2,0
1263,＜魚類＞ナイルティラピア　生　　　,19.8,5.3,0.2,3,0.04,0.2,3.1,1.08,0.67,2.3,1,11,0
1264,＜魚類＞なまず　生　　　,18.4,8.6,Tr,71,0.33,0.1,1.8,0.81,0.16,2.3,0,4,0
1265,＜魚類＞にぎす　生　　　,18.7,1.2,0.1,75,0.12,0.26,3.5,0.77,0.15,3.4,1,Tr,0
1266,＜魚類＞にしん　生　　　,17.4,15.1,0.1,18,0.01,0.23,4,1.06,0.42,17.4,Tr,22,0
1267,＜魚類＞にしん　身欠きにしん　　　,20.9,16.7,0.2,(Tr),0.01,0.03,4.7,1.24,0.21,12.6,0,50,0
1268,＜魚類＞にしん　開き干し　　　,18.5,19.7,0.2,(Tr),0.01,0.03,4.7,1.28,0.25,9,0,36,0
1269,＜魚類＞にしん　くん製　　　,23.1,22.1,Tr,(Tr),0.01,0.35,5,1.74,0.1,14.5,0,48,0
1270,＜魚類＞にしん　かずのこ　生　　,25.2,6.7,0.2,15,0.15,0.22,1.4,1.37,0.26,11.4,Tr,13,Tr
1271,＜魚類＞にしん　かずのこ　乾　　,65.2,13.6,0.5,7,Tr,0.07,0.4,1.13,0.28,4.8,0,32,0
1272,＜魚類＞にしん　かずのこ　塩蔵　水戻し　　,15,3,0.6,2,Tr,0.01,Tr,0,0.04,4.5,0,17,0
1273,＜魚類＞はぜ　生　　　,19.1,0.2,0.1,7,0.04,0.04,1.4,0.42,0.07,2.7,1,3,0
1274,＜魚類＞はぜ　つくだ煮　　　,24.3,3,39.9,160,0.11,0.41,2.4,0.79,0.06,6.8,0,5,0
1275,＜魚類＞はぜ　甘露煮　　　,21.1,2.2,40.3,22,0.05,0.11,0.9,0.23,0.03,5.8,0,6,0
1276,＜魚類＞はたはた　生　　　,14.1,5.7,Tr,20,0.02,0.14,3,0.5,0.08,1.7,0,2,0
1277,＜魚類＞はたはた　生干し　　　,16.7,10.3,Tr,22,0.05,0.05,0.9,0.5,0.08,3.5,3,1,0
1278,＜魚類＞はまふえふき　生　　　,20.5,0.3,0.1,8,0.15,0.07,6.4,0.4,0.3,3.7,Tr,11,0
1279,＜魚類＞はも　生　　　,22.3,5.3,Tr,59,0.04,0.18,3.8,0.46,0.23,1.9,1,5,0
1280,＜魚類＞ひらまさ　生　　　,22.6,4.9,0.1,19,0.2,0.14,7.6,0.26,0.52,2.1,3,5,0
1281,＜魚類＞ひらめ　天然　生　　　,20,2,Tr,12,0.04,0.11,5,0.82,0.33,1,3,3,0
1282,＜魚類＞ひらめ　養殖　皮つき　生　　　,21.6,3.7,Tr,19,0.12,0.34,6.2,0.89,0.44,1.5,5,1.9,-
1283,＜魚類＞ひらめ　養殖　皮なし　刺身　　　,21.2,2.5,0.1,9,0.22,0.07,6.7,0.86,0.48,1.1,10,2.3,-
1284,＜魚類＞（ふぐ類）　とらふぐ　養殖　生　　,19.3,0.3,0.2,3,0.06,0.21,5.9,0.36,0.45,1.9,Tr,4,0
1285,＜魚類＞（ふぐ類）　まふぐ　生　　,18.9,0.4,Tr,7,0.04,0.17,7,0.23,0.5,3,0,6,0
1286,＜魚類＞ふな　生　　　,18.2,2.5,0.1,12,0.55,0.14,2.3,0.69,0.11,5.5,1,4,0
1287,＜魚類＞ふな　水煮　　　,20.3,2.8,0.1,15,0.49,0.12,1.6,0.71,0.1,4.4,Tr,3.8,0
1288,＜魚類＞ふな　甘露煮　　　,15.5,3.6,44.4,61,0.16,0.16,1.3,0.24,0.03,6.7,0,2,0
1289,＜魚類＞ぶり　成魚　生　　,21.4,17.6,0.3,50,0.23,0.36,9.5,1.01,0.42,3.8,2,8,0
1290,＜魚類＞ぶり　成魚　焼き　　,26.2,20.4,0.3,42,0.24,0.39,10.1,1.38,0.38,3.8,2,5.4,0
1291,＜魚類＞ぶり　はまち　養殖　皮つき　生　　,20.7,17.2,0.3,32,0.16,0.21,9,0.99,0.45,4.6,2,4,-
1292,＜魚類＞ぶり　はまち　養殖　皮なし　刺身　　,21,12,0.3,41,0.17,0.23,7.9,0.99,0.53,6.6,3,4.4,-
1293,＜魚類＞ほうぼう　生　　　,19.6,4.2,Tr,9,0.09,0.15,5,0.82,0.44,2.2,3,3,0
1294,＜魚類＞ホキ　生　　　,17,1.3,Tr,43,0.03,0.16,1.3,0.42,0.07,0.7,0,1,0
1295,＜魚類＞ほっけ　生　　　,17.3,4.4,0.1,25,0.09,0.17,2.5,1.16,0.17,10.7,1,3,0
1296,＜魚類＞ほっけ　塩ほっけ　　　,18.1,4.9,0.1,20,0.1,0.27,2.9,0.79,0.18,7.3,Tr,3,0
1297,＜魚類＞ほっけ　開き干し　生　　,20.6,9.4,0.1,30,0.1,0.24,3.5,0.65,0.21,5.3,4,4.6,-
1298,＜魚類＞ほっけ　開き干し　焼き　　,23.1,10.9,0.2,39,0.14,0.26,3.7,0.65,0.17,5.3,2,3.5,-
1299,＜魚類＞ぼら　生　　　,19.2,5,0.1,8,0.16,0.26,4.5,0.66,0.43,4.7,1,10,0
1300,＜魚類＞ぼら　からすみ　　　,40.4,28.9,0.3,350,0.01,0.93,2.7,5.17,0.26,28.4,10,33,7
1301,＜魚類＞ほんもろこ　生　　　,17.5,4.1,0.1,250,0.03,0.2,2.5,0.73,0.13,9,2,5,0
1302,＜魚類＞（まぐろ類）　きはだ　生　　,24.3,0.4,Tr,2,0.15,0.09,17.5,0.36,0.64,5.8,0,6,0
1303,＜魚類＞（まぐろ類）　くろまぐろ　赤身　生　　,26.4,1.4,0.1,83,0.1,0.05,14.2,0.41,0.85,1.3,2,5,Tr
1304,＜魚類＞（まぐろ類）　くろまぐろ　脂身　生　　,20.1,27.5,0.1,270,0.04,0.07,9.8,0.47,0.82,1,4,18,0
1305,＜魚類＞（まぐろ類）　びんなが　生　　,26,0.7,0.2,4,0.13,0.1,20.7,0.31,0.94,2.8,1,7,0
1306,＜魚類＞（まぐろ類）　みなみまぐろ　赤身　生　　,21.6,0.1,0.1,6,0.03,0.05,11,0.3,1.08,2.2,Tr,4,0
1307,＜魚類＞（まぐろ類）　みなみまぐろ　脂身　生　　,20.3,28.3,0.1,34,0.1,0.06,10.8,0.29,1,1.5,5,5,0
1308,＜魚類＞（まぐろ類）　めじまぐろ　生　　,25.2,4.8,0.1,61,0.19,0.19,19.4,0.59,0.73,6.9,1,12,0
1309,＜魚類＞（まぐろ類）　めばち　生　　,22.8,1.2,0.2,3,0.03,0.08,13.5,0.2,0.46,4.5,Tr,2,0
1310,＜魚類＞（まぐろ類）　缶詰　水煮　フレーク　ライト　　,16,0.7,0.2,10,0.01,0.04,9.5,0.13,0.26,1.1,0,3,0
1311,＜魚類＞（まぐろ類）　缶詰　水煮　フレーク　ホワイト　　,18.3,2.5,0.4,(Tr),0.07,0.03,11,0.13,0.15,1.4,0,2,0
1312,＜魚類＞（まぐろ類）　缶詰　味付け　フレーク　　,19,2.3,9.9,(Tr),0.07,0.03,8,0.23,0.16,3.7,0,5,0
1313,＜魚類＞（まぐろ類）　缶詰　油漬　フレーク　ライト　　,17.7,21.7,0.1,8,0.01,0.03,8.8,0.09,0.26,1.1,0,2,44
1314,＜魚類＞（まぐろ類）　缶詰　油漬　フレーク　ホワイト　　,18.8,23.6,0.1,(Tr),0.05,0.13,12,0.12,0.15,2,0,4,-
1315,＜魚類＞マジェランあいなめ　生　　　,13.3,22.9,0.1,1800,0.02,0.08,0.9,0.29,0.04,0.6,Tr,17,0
1316,＜魚類＞まながつお　生　　　,17.1,10.9,Tr,90,0.22,0.13,3.6,1.37,0.3,1.4,1,5,0
1317,＜魚類＞みなみくろたち　生　　　,21.7,3,0.1,55,0.06,0.2,7.5,0.85,0.5,6.5,1,2,0
1318,＜魚類＞みなみだら　生　　　,16.4,0.3,Tr,6,0.03,0.27,1.7,0.44,0.09,1.6,0,7,0
1319,＜魚類＞むつ　生　　　,16.7,12.6,Tr,8,0.03,0.16,2.4,0.31,0.1,1.9,Tr,4,0
